model,dataset,psnr,ssim,lpips,num_images,params_M,gmacs,mean_ms,std_ms,peak_mem_GB,model_size_MB
nafnet_w32,Rain100H,30.22969778060913,0.8914917820692062,0.217317311540246,100,29.159715,16.064958464,11.178567886352539,0.1827009618282318,0.19321344,116.866597
nafnet_w32,Rain100L,36.93532499313355,0.970092567205429,0.10123860578984022,100,29.159715,16.064958464,11.178567886352539,0.1827009618282318,0.19321344,116.866597
nafnet_w32,Test100,30.76195023984325,0.9144809477183283,0.17723461825932776,98,29.159715,16.064958464,11.178567886352539,0.1827009618282318,0.19321344,116.866597
nafnet_w32,Test1200,33.44761312643687,0.9307876754303773,0.1583783587285628,1200,29.159715,16.064958464,11.178567886352539,0.1827009618282318,0.19321344,116.866597
nafnet_w32,Test2800,33.616898157937186,0.9406810340285301,0.11650718380164887,2800,29.159715,16.064958464,11.178567886352539,0.1827009618282318,0.19321344,116.866597
