model,dataset,psnr,ssim,lpips,num_images,params_M,gmacs,mean_ms,std_ms,peak_mem_GB,model_size_MB
restormer,Rain100H,31.47901481628418,0.9083546441793442,0.20336525455117227,100,26.126644,154.882031616,46.352725982666016,0.8136962652206421,0.708438528,104.700429
restormer,Rain100L,39.14714569091797,0.9794501441717148,0.08592414006590843,100,26.126644,154.882031616,46.352725982666016,0.8136962652206421,0.708438528,104.700429
restormer,Test100,32.06977235054483,0.9261428354954233,0.16429857658792515,98,26.126644,154.882031616,46.352725982666016,0.8136962652206421,0.708438528,104.700429
restormer,Test1200,33.21186041037242,0.92873294343551,0.16050480077508836,1200,26.126644,154.882031616,46.352725982666016,0.8136962652206421,0.708438528,104.700429
restormer,Test2800,34.25049721309117,0.9466743327464376,0.10582040344497987,2800,26.126644,154.882031616,46.352725982666016,0.8136962652206421,0.708438528,104.700429
